id,name,position,team,conference,gs,rp,ip,cg,sho,win,save,era,k_allowed,whip,qs,loss,hold,bf,er,hit_allowed,single_allowed,double_allowed,triple_allowed,homerun_allowed,out_allowed,bb_allowed,hbp_allowed,k9_allowed,kbb_allowed,gp,k_per_9,k_per_bb,fpts,ppg,pa,ab,k,bb,hbp,ibb,single,double,triple,homerun,avg,obp,slg,ops,woba,sh,sf,run,rbi,sb,cs,hit,tb,bb_per_k,sold,points_rank,summarized_pos_cut_rank,vdp_score,vdp_rank,vdp_score_norm_initial,value
13268,Blake Treinen,RP,LAD,NL,1.40983333333333,55.7705,62.2551751745825,0.0,0.0,2.85632818761572,5.88669093776843,3.46609654631031,70.058695668975,1.16696748049217,0.0,1.78591491348085,14.3544178074478,262.665,23.9758275180627,54.2347441084423,36.4870338167306,10.3541684235909,0.790131780410904,6.60341008770984,186.7655255237475,18.4150208126387,3.24970955517154,10.1281260433784,3.80443206563697,55.7705,10.128126043378426,3.8044320656369783,200.45429786335782,3.594271126551812,,,,,,,,,,,,,,,,,,,,,,,,,20.24110874521623,69.0,30.0,-1.155511996203163,50.0,-0.6153553084068053,-2.4
28508,Erik Sabrowski,RP,CLE,AL,0.0,19.0,55.0102155137013,0.0,0.0,2.8455,0.0,3.8341,64.732303122,1.37586214099471,0.0,2.7332,10.591,245.478,23.4349630334536,48.708149688,31.46101952,9.785240173,0.738189995,6.7237,165.0306465411039,26.9783232052617,4.76088056563441,10.5905916320741,2.39941906802329,19.0,10.59059163207414,2.3994190680232856,124.27955070293501,6.541028984365001,,,,,,,,,,,,,,,,,,,,,,,,,10.591,208.0,30.0,-2.5450576999705716,173.0,-2.004901012174214,-9.9
13125,Mark Leiter Jr.,RP,NYY,AL,0.0503333333333333,53.346,57.2139409062577,0.0,0.0,2.6218273923309,0.507791174529535,3.91017180386608,73.6524963493422,1.24089390837774,0.0,2.00259792838141,12.2000892010117,246.431666666667,24.8573709466344,49.5004225943318,31.8126404337926,9.44547684407886,0.734661269308255,7.50764404715214,171.64182271877308,21.4960081505275,3.79341320303426,11.5858557659953,3.42633366314271,53.346,11.585855765995294,3.4263336631426986,144.37644018020887,2.7064154797024873,,,,,,,,,,,,,,,,,,,,,,,,,12.707880375541235,153.0,30.0,-2.190020635057958,123.0,-1.6498639472616001,-8.0
12939,Buck Farmer,RP,ATL,NL,0.053,33.7566666666667,55.7445430315608,0.0,0.0,2.72178694322953,0.0,4.26959870676334,59.6649854295192,1.30268726901456,0.0,2.69318609509463,9.68376757802145,243.6065,26.445203204074,51.3384416981909,33.0989447283805,10.2229118370488,0.890418223122925,7.12616690963863,167.2336290946824,21.2792648260576,3.75516438106899,9.6329584863876,2.80390257451264,33.7566666666667,9.632958486387608,2.8039025745126414,117.7212232511823,3.48734738573661,,,,,,,,,,,,,,,,,,,,,,,,,9.68376757802145,223.0,30.0,-2.676744880273608,198.0,-2.1365881924772503,-10.7
12725,Alex Faedo,RP,TB,AL,0.786,32.8953333333333,47.4243369516142,0.0,0.0,2.45519024735588,0.0,4.53429326890953,49.7094730003822,1.37126300879401,-0.248250278301498,2.57741914229248,10.7321197933623,210.897333333333,23.8928724246891,44.6704324774269,27.9692822075751,8.61289839842089,0.682776513709928,7.40547535772102,142.2730108548426,20.3608065009043,3.59308350015958,9.43366393208397,2.44142946882652,32.8953333333333,9.433663932083967,2.441429468826513,93.89664151165069,2.8544061420561415,,,,,,,,,,,,,,,,,,,,,,,,,10.7321197933623,301.0,30.0,-2.923955303173732,238.0,-2.3837986153773745,-12.0
13571,Sean Reynolds,RP,SD,NL,0.0,32.2466666666667,51.9452587723353,0.0,0.0,2.19395,0.544,4.09224,55.704875197,1.36630679340287,0.0,1.96769,8.8604,231.1655,23.6191628620557,46.2859654344456,30.525670652304,8.87489307271151,0.703128885950228,6.18227282347984,155.8357763170059,24.6871945112663,4.35656373728228,9.65138856984582,2.25642792953158,32.2466666666667,9.651388569845816,2.25642792953158,110.84486584418259,3.4374053910745035,,,,,,,,,,,,,,,,,,,,,,,,,9.4044,244.0,30.0,-2.8128064672650077,220.0,-2.27264977946865,-11.4
12858,Kendall Graveman,RP,AZ,NL,0.0,48.339,52.6999743552544,0.0,0.0,2.28999915144508,0.992286658915454,4.44197430061984,52.060594044204,1.46929722463971,0.0,2.12850008847084,9.54222542679457,239.973,26.0102146365961,52.2654044310527,35.173171121798,9.94100507940325,0.962288418451988,6.18893981139947,158.0999230657632,25.1665216277065,4.44115087547761,8.89080786338409,2.06864479781303,48.339,8.890807863384095,2.0686447978130236,102.38644995800988,2.1180920159293715,,,,,,,,,,,,,,,,,,,,,,,,,10.534512085710023,265.0,30.0,-2.994222063947686,258.0,-2.4540653761513282,-12.4
12774,Kenta Maeda,RP,DET,AL,4.33066666666667,41.448,61.8284712144778,0.00431788118092553,0.00240998019400495,2.28601406657723,0.0,4.02593643223954,62.5851263855639,1.22478696073152,0.289749493120909,2.10720334414004,3.87416959132004,264.441666666667,27.65749942356,57.4259351713887,36.0356877018617,11.4733930077145,1.10548675681875,8.81136770499381,185.4854136434334,18.3007701740679,3.22954767777668,9.11014175841664,3.41980833540256,41.448,9.110141758416635,3.4198083354025566,130.74492023588408,3.1544325476713975,,,,,,,,,,,,,,,,,,,,,,,,,3.87416959132004,189.0,30.0,-2.7569113462091424,212.0,-2.2167546584127846,-11.1
13295,Scott Alexander,RP,COL,NL,0.188333333333333,31.5403333333333,50.0980104297902,0.0,0.0,2.42976615222855,0.0,3.85586479913665,43.753652907264,1.36334124224351,0.0,2.48455572518327,8.53139474273703,221.568,21.4634616581121,51.4520691282911,36.0775088034685,9.758379329265,0.924986780875243,4.69119421468237,150.2940312893706,16.8486146449875,2.97328493735073,7.86024979409596,2.59686946548338,31.5403333333333,7.860249794095966,2.5968694654833717,97.39867402050311,3.0880673641317427,,,,,,,,,,,,,,,,,,,,,,,,,8.53139474273703,286.0,30.0,-2.90916979206824,235.0,-2.369013104271882,-11.9
12421,Sam Long,RP,KC,AL,0.088,47.96,50.4615906475256,0.0,0.0,2.3168398825684,0.0,4.19729989669644,47.581826193872,1.35766702295384,0.0,2.06363323982192,9.86026735292215,223.368,23.5336032457774,48.828624660878,31.4716620586472,9.87029179468777,0.90684676339323,6.57982404414983,151.38477194257678,19.6814128870636,3.47319050948181,8.48638400513534,2.4176021542207,47.96,8.486384005135333,2.4176021542206994,97.29039339236274,2.02857367373567,,,,,,,,,,,,,,,,,,,,,,,,,9.86026735292215,287.0,30.0,-2.9217309292830556,237.0,-2.381574241486698,-12.0
